"Grants of entry clearance visas, by course level, 2018 to 2025 Q1 - dataset [Notes 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12] ",,,,,,
Link to notes,,,,,,
Year,Quarter,Nationality,Region,Visa type subgroup,Course level,Grants
2023,2023 Q1,Turkey,Europe Other,Student,Pre-sessional English,10
2023,2023 Q1,Turkey,Europe Other,Student,Unknown,21
2023,2023 Q1,Turkmenistan,Asia Central,Student,Bachelors,1
2023,2023 Q1,Turkmenistan,Asia Central,Student,Pre-sessional English,1
2023,2023 Q1,Uganda,Africa Sub-Saharan,Student,Bachelors,10
2023,2023 Q1,Uganda,Africa Sub-Saharan,Student,Below Bachelors,10
2023,2023 Q1,Uganda,Africa Sub-Saharan,Student,Doctoral,5
2023,2023 Q1,Uganda,Africa Sub-Saharan,Student,Masters,19
2023,2023 Q1,Uganda,Africa Sub-Saharan,Student,Unknown,1
2023,2023 Q1,Ukraine,Europe Other,Student,Below Bachelors,4
2023,2023 Q1,Ukraine,Europe Other,Student,Doctoral,3
2023,2023 Q1,Ukraine,Europe Other,Student,Unknown,4
2023,2023 Q1,United Arab Emirates,Middle East,Student,Bachelors,4
2023,2023 Q1,United Arab Emirates,Middle East,Student,Below Bachelors,33
2023,2023 Q1,United Arab Emirates,Middle East,Student,Doctoral,6
2023,2023 Q1,United Arab Emirates,Middle East,Student,Masters,1
2023,2023 Q1,United Arab Emirates,Middle East,Student,Unknown,3
2023,2023 Q1,United States,America North,Student,Bachelors,423
2023,2023 Q1,United States,America North,Student,Below Bachelors,13
2023,2023 Q1,United States,America North,Student,Doctoral,30
2023,2023 Q1,United States,America North,Student,Masters,106
2023,2023 Q1,United States,America North,Student,Unknown,91
2023,2023 Q1,United States,America North,Tier 4 - General Student,Doctoral,1
2023,2023 Q1,Uzbekistan,Asia Central,Student,Bachelors,30
2023,2023 Q1,Uzbekistan,Asia Central,Student,Below Bachelors,10
2023,2023 Q1,Uzbekistan,Asia Central,Student,Doctoral,2
2023,2023 Q1,Uzbekistan,Asia Central,Student,Masters,32
2023,2023 Q1,Uzbekistan,Asia Central,Student,Unknown,2
2023,2023 Q1,Venezuela,America Central and South,Student,Bachelors,1
2023,2023 Q1,Venezuela,America Central and South,Student,Below Bachelors,2
2023,2023 Q1,Venezuela,America Central and South,Student,Doctoral,1
2023,2023 Q1,Vietnam,Asia South East,Student,Bachelors,27
2023,2023 Q1,Vietnam,Asia South East,Student,Below Bachelors,5
2023,2023 Q1,Vietnam,Asia South East,Student,Doctoral,4
2023,2023 Q1,Vietnam,Asia South East,Student,Masters,42
2023,2023 Q1,Vietnam,Asia South East,Student,Pre-sessional English,2
2023,2023 Q1,Vietnam,Asia South East,Student,Unknown,7
2023,2023 Q1,Yemen,Middle East,Student,Below Bachelors,1
2023,2023 Q1,Yemen,Middle East,Student,Masters,4
2023,2023 Q1,Yemen,Middle East,Student,Pre-sessional English,2
2023,2023 Q1,Yemen,Middle East,Student,Unknown,3
2023,2023 Q1,Zambia,Africa Sub-Saharan,Student,Bachelors,7
2023,2023 Q1,Zambia,Africa Sub-Saharan,Student,Below Bachelors,13
2023,2023 Q1,Zambia,Africa Sub-Saharan,Student,Doctoral,1
2023,2023 Q1,Zambia,Africa Sub-Saharan,Student,Masters,2
2023,2023 Q1,Zambia,Africa Sub-Saharan,Student,Unknown,1
2023,2023 Q1,Zimbabwe,Africa Sub-Saharan,Student,Bachelors,8
2023,2023 Q1,Zimbabwe,Africa Sub-Saharan,Student,Below Bachelors,7
2023,2023 Q1,Zimbabwe,Africa Sub-Saharan,Student,Doctoral,4
2023,2023 Q1,Zimbabwe,Africa Sub-Saharan,Student,Masters,25
2023,2023 Q1,Zimbabwe,Africa Sub-Saharan,Student,Unknown,1
2023,2023 Q2,Afghanistan,Asia Central,Student,Bachelors,14
2023,2023 Q2,Afghanistan,Asia Central,Student,Below Bachelors,5
2023,2023 Q2,Afghanistan,Asia Central,Student,Doctoral,3
2023,2023 Q2,Afghanistan,Asia Central,Student,Masters,104
2023,2023 Q2,Afghanistan,Asia Central,Student,Pre-sessional English,1
2023,2023 Q2,Albania,Europe Other,Student,Bachelors,4
2023,2023 Q2,Albania,Europe Other,Student,Below Bachelors,3
2023,2023 Q2,Albania,Europe Other,Student,Masters,41
2023,2023 Q2,Albania,Europe Other,Student,Pre-sessional English,1
2023,2023 Q2,Algeria,Africa North,Student,Bachelors,4
2023,2023 Q2,Algeria,Africa North,Student,Below Bachelors,15
2023,2023 Q2,Algeria,Africa North,Student,Masters,23
2023,2023 Q2,Algeria,Africa North,Student,Pre-sessional English,2
2023,2023 Q2,Andorra,Europe Other,Student,Doctoral,1
2023,2023 Q2,Angola,Africa Sub-Saharan,Student,Bachelors,1
2023,2023 Q2,Angola,Africa Sub-Saharan,Student,Below Bachelors,5
2023,2023 Q2,Angola,Africa Sub-Saharan,Student,Pre-sessional English,1
2023,2023 Q2,Argentina,America Central and South,Student,Bachelors,1
2023,2023 Q2,Argentina,America Central and South,Student,Masters,7
2023,2023 Q2,Armenia,Europe Other,Student,Bachelors,1
2023,2023 Q2,Armenia,Europe Other,Student,Below Bachelors,2
2023,2023 Q2,Armenia,Europe Other,Student,Masters,7
2023,2023 Q2,Australia,Oceania,Student,Bachelors,67
2023,2023 Q2,Australia,Oceania,Student,Below Bachelors,13
2023,2023 Q2,Australia,Oceania,Student,Doctoral,13
2023,2023 Q2,Australia,Oceania,Student,Masters,134
2023,2023 Q2,Austria,EU 14,Student,Bachelors,12
2023,2023 Q2,Austria,EU 14,Student,Below Bachelors,3
2023,2023 Q2,Austria,EU 14,Student,Doctoral,3
2023,2023 Q2,Austria,EU 14,Student,Masters,25
2023,2023 Q2,Azerbaijan,Europe Other,Student,Bachelors,3
2023,2023 Q2,Azerbaijan,Europe Other,Student,Masters,10
2023,2023 Q2,"Bahamas, The",America Central and South,Student,Bachelors,2
2023,2023 Q2,"Bahamas, The",America Central and South,Student,Masters,3
2023,2023 Q2,Bahrain,Middle East,Student,Bachelors,10
2023,2023 Q2,Bahrain,Middle East,Student,Below Bachelors,12
2023,2023 Q2,Bahrain,Middle East,Student,Doctoral,2
2023,2023 Q2,Bahrain,Middle East,Student,Masters,12
2023,2023 Q2,Bahrain,Middle East,Student,Pre-sessional English,1
2023,2023 Q2,Bangladesh,Asia South,Student,Bachelors,101
2023,2023 Q2,Bangladesh,Asia South,Student,Below Bachelors,37
2023,2023 Q2,Bangladesh,Asia South,Student,Doctoral,8
2023,2023 Q2,Bangladesh,Asia South,Student,Masters,999
2023,2023 Q2,Bangladesh,Asia South,Student,Pre-sessional English,8
2023,2023 Q2,Barbados,America Central and South,Student,Bachelors,3
2023,2023 Q2,Barbados,America Central and South,Student,Masters,4
2023,2023 Q2,Belarus,Europe Other,Student,Below Bachelors,1
2023,2023 Q2,Belgium,EU 14,Student,Bachelors,7
2023,2023 Q2,Belgium,EU 14,Student,Below Bachelors,11
2023,2023 Q2,Belgium,EU 14,Student,Doctoral,4
2023,2023 Q2,Belgium,EU 14,Student,Masters,27
2023,2023 Q2,Bhutan,Asia South,Student,Bachelors,2
2023,2023 Q2,Bhutan,Asia South,Student,Below Bachelors,1
2023,2023 Q2,Bhutan,Asia South,Student,Masters,27
2023,2023 Q2,Bolivia,America Central and South,Student,Masters,2
2023,2023 Q2,Botswana,Africa Sub-Saharan,Student,Bachelors,2
2023,2023 Q2,Botswana,Africa Sub-Saharan,Student,Below Bachelors,2
2023,2023 Q2,Botswana,Africa Sub-Saharan,Student,Doctoral,2
2023,2023 Q2,Botswana,Africa Sub-Saharan,Student,Masters,4
2023,2023 Q2,Brazil,America Central and South,Student,Bachelors,18
2023,2023 Q2,Brazil,America Central and South,Student,Below Bachelors,8
2023,2023 Q2,Brazil,America Central and South,Student,Doctoral,17
2023,2023 Q2,Brazil,America Central and South,Student,Masters,65
2023,2023 Q2,British overseas citizens,Other,Student,Bachelors,1
2023,2023 Q2,Brunei,Asia South East,Student,Bachelors,5
2023,2023 Q2,Brunei,Asia South East,Student,Below Bachelors,1
2023,2023 Q2,Brunei,Asia South East,Student,Masters,2
2023,2023 Q2,Bulgaria,EU 2,Student,Bachelors,6
2023,2023 Q2,Bulgaria,EU 2,Student,Doctoral,1
2023,2023 Q2,Bulgaria,EU 2,Student,Masters,5
2023,2023 Q2,Cambodia,Asia South East,Student,Bachelors,2
2023,2023 Q2,Cambodia,Asia South East,Student,Below Bachelors,1
2023,2023 Q2,Cambodia,Asia South East,Student,Masters,6
2023,2023 Q2,Cambodia,Asia South East,Student,Pre-sessional English,2
2023,2023 Q2,Cameroon,Africa Sub-Saharan,Student,Bachelors,9
2023,2023 Q2,Cameroon,Africa Sub-Saharan,Student,Doctoral,4
2023,2023 Q2,Cameroon,Africa Sub-Saharan,Student,Masters,37
2023,2023 Q2,Canada,America North,Student,Bachelors,191
2023,2023 Q2,Canada,America North,Student,Below Bachelors,13
2023,2023 Q2,Canada,America North,Student,Doctoral,23
2023,2023 Q2,Canada,America North,Student,Masters,349
2023,2023 Q2,Canada,America North,Student,Pre-sessional English,1
2023,2023 Q2,Chile,America Central and South,Student,Bachelors,2
2023,2023 Q2,Chile,America Central and South,Student,Below Bachelors,8
2023,2023 Q2,Chile,America Central and South,Student,Doctoral,10
2023,2023 Q2,Chile,America Central and South,Student,Masters,92
2023,2023 Q2,Chile,America Central and South,Student,Pre-sessional English,4
2023,2023 Q2,China,Asia East,Student,Bachelors,"1,203"
2023,2023 Q2,China,Asia East,Student,Below Bachelors,476
2023,2023 Q2,China,Asia East,Student,Doctoral,495
2023,2023 Q2,China,Asia East,Student,Masters,"7,015"
2023,2023 Q2,China,Asia East,Student,Pre-sessional English,"3,020"
2023,2023 Q2,China,Asia East,Student,Unknown,2
2023,2023 Q2,Colombia,America Central and South,Student,Bachelors,4
2023,2023 Q2,Colombia,America Central and South,Student,Doctoral,3
2023,2023 Q2,Colombia,America Central and South,Student,Masters,44
2023,2023 Q2,Colombia,America Central and South,Student,Pre-sessional English,1
2023,2023 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Student,Bachelors,1
2023,2023 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Student,Below Bachelors,1
2023,2023 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Student,Masters,2
2023,2023 Q2,Costa Rica,America Central and South,Student,Bachelors,2
2023,2023 Q2,Costa Rica,America Central and South,Student,Masters,1
2023,2023 Q2,Croatia,EU Other,Student,Bachelors,1
2023,2023 Q2,Croatia,EU Other,Student,Doctoral,1
2023,2023 Q2,Croatia,EU Other,Student,Masters,3
2023,2023 Q2,Cyprus,EU Other,Student,Bachelors,57
2023,2023 Q2,Cyprus,EU Other,Student,Masters,21
2023,2023 Q2,Czechia,EU 8,Student,Bachelors,8
2023,2023 Q2,Czechia,EU 8,Student,Below Bachelors,4
2023,2023 Q2,Czechia,EU 8,Student,Masters,4
2023,2023 Q2,Denmark,EU 14,Student,Bachelors,8
2023,2023 Q2,Denmark,EU 14,Student,Below Bachelors,4
2023,2023 Q2,Denmark,EU 14,Student,Doctoral,5
2023,2023 Q2,Denmark,EU 14,Student,Masters,19
2023,2023 Q2,Dominica,America Central and South,Student,Below Bachelors,1
2023,2023 Q2,Dominica,America Central and South,Student,Masters,2
2023,2023 Q2,Dominican Republic,America Central and South,Student,Bachelors,1
2023,2023 Q2,Dominican Republic,America Central and South,Student,Below Bachelors,1
2023,2023 Q2,Dominican Republic,America Central and South,Student,Masters,3
2023,2023 Q2,Ecuador,America Central and South,Student,Bachelors,1
2023,2023 Q2,Ecuador,America Central and South,Student,Below Bachelors,3
2023,2023 Q2,Ecuador,America Central and South,Student,Doctoral,1
2023,2023 Q2,Ecuador,America Central and South,Student,Masters,8
2023,2023 Q2,Ecuador,America Central and South,Student,Pre-sessional English,1
2023,2023 Q2,Egypt,Africa North,Student,Bachelors,22
2023,2023 Q2,Egypt,Africa North,Student,Below Bachelors,14
2023,2023 Q2,Egypt,Africa North,Student,Doctoral,11
2023,2023 Q2,Egypt,Africa North,Student,Masters,57
2023,2023 Q2,Egypt,Africa North,Student,Pre-sessional English,2
2023,2023 Q2,El Salvador,America Central and South,Student,Bachelors,1
2023,2023 Q2,Eritrea,Africa Sub-Saharan,Student,Masters,1
2023,2023 Q2,Estonia,EU 8,Student,Bachelors,4
2023,2023 Q2,Estonia,EU 8,Student,Masters,4
2023,2023 Q2,Eswatini,Africa Sub-Saharan,Student,Masters,1
2023,2023 Q2,Ethiopia,Africa Sub-Saharan,Student,Doctoral,2
2023,2023 Q2,Ethiopia,Africa Sub-Saharan,Student,Masters,3
2023,2023 Q2,Finland,EU 14,Student,Bachelors,14
2023,2023 Q2,Finland,EU 14,Student,Below Bachelors,2
2023,2023 Q2,Finland,EU 14,Student,Doctoral,2
2023,2023 Q2,Finland,EU 14,Student,Masters,8
2023,2023 Q2,France,EU 14,Student,Bachelors,190
2023,2023 Q2,France,EU 14,Student,Below Bachelors,12
2023,2023 Q2,France,EU 14,Student,Doctoral,12
2023,2023 Q2,France,EU 14,Student,Masters,261
2023,2023 Q2,France,EU 14,Student,Unknown,2
2023,2023 Q2,Gabon,Africa Sub-Saharan,Student,Bachelors,1
2023,2023 Q2,"Gambia, The",Africa Sub-Saharan,Student,Bachelors,1
2023,2023 Q2,"Gambia, The",Africa Sub-Saharan,Student,Below Bachelors,1
2023,2023 Q2,"Gambia, The",Africa Sub-Saharan,Student,Masters,4
2023,2023 Q2,Georgia,Europe Other,Student,Bachelors,2
2023,2023 Q2,Georgia,Europe Other,Student,Below Bachelors,5
2023,2023 Q2,Georgia,Europe Other,Student,Masters,11
2023,2023 Q2,Germany,EU 14,Student,Bachelors,106
2023,2023 Q2,Germany,EU 14,Student,Below Bachelors,24
2023,2023 Q2,Germany,EU 14,Student,Doctoral,21
2023,2023 Q2,Germany,EU 14,Student,Masters,216
2023,2023 Q2,Ghana,Africa Sub-Saharan,Student,Bachelors,24
2023,2023 Q2,Ghana,Africa Sub-Saharan,Student,Below Bachelors,2
2023,2023 Q2,Ghana,Africa Sub-Saharan,Student,Doctoral,13
2023,2023 Q2,Ghana,Africa Sub-Saharan,Student,Masters,454
2023,2023 Q2,Ghana,Africa Sub-Saharan,Student,Pre-sessional English,1
2023,2023 Q2,Greece,EU 14,Student,Bachelors,18
2023,2023 Q2,Greece,EU 14,Student,Below Bachelors,2
2023,2023 Q2,Greece,EU 14,Student,Doctoral,6
2023,2023 Q2,Greece,EU 14,Student,Masters,77
2023,2023 Q2,Grenada,America Central and South,Student,Masters,8
2023,2023 Q2,Guatemala,America Central and South,Student,Below Bachelors,2
2023,2023 Q2,Guatemala,America Central and South,Student,Masters,2
2023,2023 Q2,Guyana,America Central and South,Student,Doctoral,1
2023,2023 Q2,Guyana,America Central and South,Student,Masters,1
2023,2023 Q2,Honduras,America Central and South,Student,Bachelors,1
2023,2023 Q2,Honduras,America Central and South,Student,Masters,1
2023,2023 Q2,Hong Kong,Asia East,Student,Bachelors,55
2023,2023 Q2,Hong Kong,Asia East,Student,Below Bachelors,15
2023,2023 Q2,Hong Kong,Asia East,Student,Doctoral,2
2023,2023 Q2,Hong Kong,Asia East,Student,Masters,123
2023,2023 Q2,Hungary,EU 8,Student,Bachelors,10
2023,2023 Q2,Hungary,EU 8,Student,Below Bachelors,1
2023,2023 Q2,Hungary,EU 8,Student,Doctoral,2
2023,2023 Q2,Hungary,EU 8,Student,Masters,11
2023,2023 Q2,Iceland,Europe Other,Student,Bachelors,3
2023,2023 Q2,Iceland,Europe Other,Student,Masters,9
2023,2023 Q2,India,Asia South,Student,Bachelors,"2,107"
2023,2023 Q2,India,Asia South,Student,Below Bachelors,126
2023,2023 Q2,India,Asia South,Student,Doctoral,73
2023,2023 Q2,India,Asia South,Student,Masters,"14,177"
2023,2023 Q2,India,Asia South,Student,Pre-sessional English,9
2023,2023 Q2,India,Asia South,Student,Unknown,1
2023,2023 Q2,Indonesia,Asia South East,Student,Bachelors,25
2023,2023 Q2,Indonesia,Asia South East,Student,Below Bachelors,20
2023,2023 Q2,Indonesia,Asia South East,Student,Doctoral,20
2023,2023 Q2,Indonesia,Asia South East,Student,Masters,248
2023,2023 Q2,Indonesia,Asia South East,Student,Pre-sessional English,5
2023,2023 Q2,Iran,Middle East,Student,Bachelors,12
2023,2023 Q2,Iran,Middle East,Student,Below Bachelors,4
2023,2023 Q2,Iran,Middle East,Student,Doctoral,26
2023,2023 Q2,Iran,Middle East,Student,Masters,362
2023,2023 Q2,Iran,Middle East,Student,Pre-sessional English,4
2023,2023 Q2,Iraq,Middle East,Student,Bachelors,4
2023,2023 Q2,Iraq,Middle East,Student,Below Bachelors,1
2023,2023 Q2,Iraq,Middle East,Student,Doctoral,8
2023,2023 Q2,Iraq,Middle East,Student,Masters,14
2023,2023 Q2,Iraq,Middle East,Student,Pre-sessional English,18
2023,2023 Q2,Israel,Middle East,Student,Bachelors,3
2023,2023 Q2,Israel,Middle East,Student,Below Bachelors,5
2023,2023 Q2,Israel,Middle East,Student,Doctoral,1
2023,2023 Q2,Israel,Middle East,Student,Masters,12
2023,2023 Q2,Italy,EU 14,Student,Bachelors,67
2023,2023 Q2,Italy,EU 14,Student,Below Bachelors,28
2023,2023 Q2,Italy,EU 14,Student,Doctoral,17
2023,2023 Q2,Italy,EU 14,Student,Masters,145
2023,2023 Q2,Ivory Coast,Africa Sub-Saharan,Student,Masters,4
2023,2023 Q2,Jamaica,America Central and South,Student,Bachelors,2
2023,2023 Q2,Jamaica,America Central and South,Student,Masters,5
2023,2023 Q2,Japan,Asia East,Student,Bachelors,124
2023,2023 Q2,Japan,Asia East,Student,Below Bachelors,53
2023,2023 Q2,Japan,Asia East,Student,Doctoral,9
2023,2023 Q2,Japan,Asia East,Student,Masters,293
2023,2023 Q2,Japan,Asia East,Student,Pre-sessional English,46
2023,2023 Q2,Jordan,Middle East,Student,Bachelors,2
2023,2023 Q2,Jordan,Middle East,Student,Below Bachelors,8
2023,2023 Q2,Jordan,Middle East,Student,Doctoral,6
2023,2023 Q2,Jordan,Middle East,Student,Masters,36
2023,2023 Q2,Jordan,Middle East,Student,Pre-sessional English,1
2023,2023 Q2,Kazakhstan,Asia Central,Student,Bachelors,5
2023,2023 Q2,Kazakhstan,Asia Central,Student,Below Bachelors,6
2023,2023 Q2,Kazakhstan,Asia Central,Student,Doctoral,2
2023,2023 Q2,Kazakhstan,Asia Central,Student,Masters,17
2023,2023 Q2,Kenya,Africa Sub-Saharan,Student,Bachelors,25
2023,2023 Q2,Kenya,Africa Sub-Saharan,Student,Below Bachelors,15
2023,2023 Q2,Kenya,Africa Sub-Saharan,Student,Doctoral,5
2023,2023 Q2,Kenya,Africa Sub-Saharan,Student,Masters,75
2023,2023 Q2,Kosovo,Europe Other,Student,Bachelors,1
2023,2023 Q2,Kosovo,Europe Other,Student,Masters,1
2023,2023 Q2,Kuwait,Middle East,Student,Bachelors,44
2023,2023 Q2,Kuwait,Middle East,Student,Below Bachelors,279
2023,2023 Q2,Kuwait,Middle East,Student,Doctoral,24
2023,2023 Q2,Kuwait,Middle East,Student,Masters,71
2023,2023 Q2,Kuwait,Middle East,Student,Pre-sessional English,7
2023,2023 Q2,Kyrgyzstan,Asia Central,Student,Bachelors,1
2023,2023 Q2,Kyrgyzstan,Asia Central,Student,Masters,2
2023,2023 Q2,Latvia,EU 8,Student,Bachelors,2
2023,2023 Q2,Latvia,EU 8,Student,Masters,1
2023,2023 Q2,Lebanon,Middle East,Student,Bachelors,5
2023,2023 Q2,Lebanon,Middle East,Student,Below Bachelors,4
2023,2023 Q2,Lebanon,Middle East,Student,Doctoral,3
2023,2023 Q2,Lebanon,Middle East,Student,Masters,26
2023,2023 Q2,Liberia,Africa Sub-Saharan,Student,Below Bachelors,1
2023,2023 Q2,Liberia,Africa Sub-Saharan,Student,Masters,1
2023,2023 Q2,Libya,Africa North,Student,Below Bachelors,4
2023,2023 Q2,Libya,Africa North,Student,Doctoral,2
2023,2023 Q2,Libya,Africa North,Student,Masters,9
2023,2023 Q2,Liechtenstein,Europe Other,Student,Masters,1
2023,2023 Q2,Lithuania,EU 8,Student,Bachelors,1
2023,2023 Q2,Lithuania,EU 8,Student,Below Bachelors,2
2023,2023 Q2,Lithuania,EU 8,Student,Doctoral,1
2023,2023 Q2,Lithuania,EU 8,Student,Masters,1
2023,2023 Q2,Luxembourg,EU 14,Student,Bachelors,5
2023,2023 Q2,Luxembourg,EU 14,Student,Masters,7
2023,2023 Q2,Macau,Asia East,Student,Bachelors,1
2023,2023 Q2,Macau,Asia East,Student,Below Bachelors,2
2023,2023 Q2,Macau,Asia East,Student,Masters,3
2023,2023 Q2,Madagascar,Africa Sub-Saharan,Student,Bachelors,1
2023,2023 Q2,Malawi,Africa Sub-Saharan,Student,Bachelors,3
2023,2023 Q2,Malawi,Africa Sub-Saharan,Student,Doctoral,3
2023,2023 Q2,Malawi,Africa Sub-Saharan,Student,Masters,11
2023,2023 Q2,Malaysia,Asia South East,Student,Bachelors,152
2023,2023 Q2,Malaysia,Asia South East,Student,Below Bachelors,22
2023,2023 Q2,Malaysia,Asia South East,Student,Doctoral,13
2023,2023 Q2,Malaysia,Asia South East,Student,Masters,218
2023,2023 Q2,Maldives,Asia South,Student,Bachelors,1
2023,2023 Q2,Maldives,Asia South,Student,Doctoral,2
2023,2023 Q2,Maldives,Asia South,Student,Masters,3
2023,2023 Q2,Malta,EU Other,Student,Bachelors,2
2023,2023 Q2,Malta,EU Other,Student,Masters,5
2023,2023 Q2,Mauritius,Africa Sub-Saharan,Student,Bachelors,27
2023,2023 Q2,Mauritius,Africa Sub-Saharan,Student,Below Bachelors,1
2023,2023 Q2,Mauritius,Africa Sub-Saharan,Student,Masters,34
2023,2023 Q2,Mexico,America Central and South,Student,Bachelors,20
2023,2023 Q2,Mexico,America Central and South,Student,Below Bachelors,3
2023,2023 Q2,Mexico,America Central and South,Student,Doctoral,7
2023,2023 Q2,Mexico,America Central and South,Student,Masters,112
2023,2023 Q2,Mexico,America Central and South,Student,Pre-sessional English,2
2023,2023 Q2,Moldova,Europe Other,Student,Below Bachelors,1
2023,2023 Q2,Monaco,Europe Other,Student,Bachelors,1
2023,2023 Q2,Mongolia,Asia East,Student,Masters,3
2023,2023 Q2,Morocco,Africa North,Student,Bachelors,7
2023,2023 Q2,Morocco,Africa North,Student,Below Bachelors,8
2023,2023 Q2,Morocco,Africa North,Student,Doctoral,1
2023,2023 Q2,Morocco,Africa North,Student,Masters,49
2023,2023 Q2,Morocco,Africa North,Student,Pre-sessional English,3
2023,2023 Q2,Mozambique,Africa Sub-Saharan,Student,Below Bachelors,1
2023,2023 Q2,Mozambique,Africa Sub-Saharan,Student,Masters,1
2023,2023 Q2,Myanmar (Burma),Asia South East,Student,Bachelors,43
2023,2023 Q2,Myanmar (Burma),Asia South East,Student,Below Bachelors,15
2023,2023 Q2,Myanmar (Burma),Asia South East,Student,Doctoral,1
2023,2023 Q2,Myanmar (Burma),Asia South East,Student,Masters,69
2023,2023 Q2,Namibia,Africa Sub-Saharan,Student,Below Bachelors,1
2023,2023 Q2,Namibia,Africa Sub-Saharan,Student,Masters,2
2023,2023 Q2,Nepal,Asia South,Student,Bachelors,247
2023,2023 Q2,Nepal,Asia South,Student,Below Bachelors,11
2023,2023 Q2,Nepal,Asia South,Student,Doctoral,4
2023,2023 Q2,Nepal,Asia South,Student,Masters,526
2023,2023 Q2,Nepal,Asia South,Student,Pre-sessional English,1
2023,2023 Q2,Netherlands,EU 14,Student,Bachelors,21
2023,2023 Q2,Netherlands,EU 14,Student,Below Bachelors,3
2023,2023 Q2,Netherlands,EU 14,Student,Doctoral,6
2023,2023 Q2,Netherlands,EU 14,Student,Masters,34
2023,2023 Q2,New Zealand,Oceania,Student,Bachelors,15
2023,2023 Q2,New Zealand,Oceania,Student,Below Bachelors,1
2023,2023 Q2,New Zealand,Oceania,Student,Doctoral,3
2023,2023 Q2,New Zealand,Oceania,Student,Masters,25
2023,2023 Q2,Nicaragua,America Central and South,Student,Bachelors,1
2023,2023 Q2,Niger,Africa Sub-Saharan,Student,Masters,2
2023,2023 Q2,Nigeria,Africa Sub-Saharan,Student,Bachelors,279
2023,2023 Q2,Nigeria,Africa Sub-Saharan,Student,Below Bachelors,29
2023,2023 Q2,Nigeria,Africa Sub-Saharan,Student,Doctoral,62
2023,2023 Q2,Nigeria,Africa Sub-Saharan,Student,Masters,"4,612"
2023,2023 Q2,Nigeria,Africa Sub-Saharan,Student,Unknown,11
2023,2023 Q2,North Macedonia,Europe Other,Student,Below Bachelors,1
2023,2023 Q2,Norway,Europe Other,Student,Bachelors,42
2023,2023 Q2,Norway,Europe Other,Student,Below Bachelors,44
2023,2023 Q2,Norway,Europe Other,Student,Doctoral,3
2023,2023 Q2,Norway,Europe Other,Student,Masters,46
2023,2023 Q2,Occupied Palestinian Territories,Middle East,Student,Bachelors,2
2023,2023 Q2,Occupied Palestinian Territories,Middle East,Student,Below Bachelors,1
2023,2023 Q2,Occupied Palestinian Territories,Middle East,Student,Doctoral,3
2023,2023 Q2,Occupied Palestinian Territories,Middle East,Student,Masters,9
2023,2023 Q2,Occupied Palestinian Territories,Middle East,Student,Pre-sessional English,1
2023,2023 Q2,Oman,Middle East,Student,Bachelors,21
2023,2023 Q2,Oman,Middle East,Student,Below Bachelors,36
2023,2023 Q2,Oman,Middle East,Student,Doctoral,4
2023,2023 Q2,Oman,Middle East,Student,Masters,23
2023,2023 Q2,Oman,Middle East,Student,Pre-sessional English,3
2023,2023 Q2,Other and unknown,Other,Student,Bachelors,2
2023,2023 Q2,Other and unknown,Other,Student,Masters,1
2023,2023 Q2,Pakistan,Asia South,Student,Bachelors,389
2023,2023 Q2,Pakistan,Asia South,Student,Below Bachelors,74
2023,2023 Q2,Pakistan,Asia South,Student,Doctoral,16
2023,2023 Q2,Pakistan,Asia South,Student,Masters,"2,921"
2023,2023 Q2,Pakistan,Asia South,Student,Pre-sessional English,12
2023,2023 Q2,Panama,America Central and South,Student,Bachelors,1
2023,2023 Q2,Papua New Guinea,Oceania,Student,Doctoral,1
2023,2023 Q2,Paraguay,America Central and South,Student,Bachelors,1
2023,2023 Q2,Paraguay,America Central and South,Student,Below Bachelors,1
2023,2023 Q2,Paraguay,America Central and South,Student,Masters,1
2023,2023 Q2,Peru,America Central and South,Student,Bachelors,14
2023,2023 Q2,Peru,America Central and South,Student,Below Bachelors,8
2023,2023 Q2,Peru,America Central and South,Student,Doctoral,3
2023,2023 Q2,Peru,America Central and South,Student,Masters,63
2023,2023 Q2,Philippines,Asia South East,Student,Bachelors,11
2023,2023 Q2,Philippines,Asia South East,Student,Below Bachelors,6
2023,2023 Q2,Philippines,Asia South East,Student,Masters,55
2023,2023 Q2,Poland,EU 8,Student,Bachelors,11
2023,2023 Q2,Poland,EU 8,Student,Below Bachelors,5
2023,2023 Q2,Poland,EU 8,Student,Doctoral,3
2023,2023 Q2,Poland,EU 8,Student,Masters,15
2023,2023 Q2,Portugal,EU 14,Student,Bachelors,23
2023,2023 Q2,Portugal,EU 14,Student,Below Bachelors,7
2023,2023 Q2,Portugal,EU 14,Student,Doctoral,3
2023,2023 Q2,Portugal,EU 14,Student,Masters,30
2023,2023 Q2,Portugal,EU 14,Student,Pre-sessional English,1
2023,2023 Q2,Qatar,Middle East,Student,Bachelors,3
2023,2023 Q2,Qatar,Middle East,Student,Below Bachelors,6
2023,2023 Q2,Qatar,Middle East,Student,Doctoral,3
2023,2023 Q2,Qatar,Middle East,Student,Masters,7
2023,2023 Q2,Refugee,Other,Student,Doctoral,1
2023,2023 Q2,Romania,EU 2,Student,Bachelors,6
2023,2023 Q2,Romania,EU 2,Student,Doctoral,1
